Customer_ID,Customer_Name,Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Country,City,State,Region,Product ID,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit,Profit margin,Discount amt,salesper unit,Profit margin
NG-18355,Nat Gilpin,CA-2017-117947,18-Aug-17,23-Aug-17,Second Class,Corporate,United States,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,Seth Thomas 14" Putty-Colored Wall Clock,88.02,3,0,27.2862,No profit,0,29.34,31
CA-12265,Christina Anderson,US-2014-111171,26-Dec-14,31-Dec-14,Standard Class,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773,-1846.625,6.952,1.738,-170
SF-20965,Sylvia Foulston,CA-2015-138009,29-Nov-15,03-Dec-15,Standard Class,Corporate,United States,Dearborn,Michigan,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0,87.5684,No profit,0,150.98,29
SF-20965,Sylvia Foulston,CA-2015-138009,29-Nov-15,03-Dec-15,Standard Class,Corporate,United States,Dearborn,Michigan,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901,178901,55.521,111.042,32.22222222
SF-20965,Sylvia Foulston,CA-2015-138009,29-Nov-15,03-Dec-15,Standard Class,Corporate,United States,Dearborn,Michigan,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1-2 Capacity Data Binder Rack, Pearl",523.48,4,0,130.87,No profit,0,130.87,25
SF-20965,Sylvia Foulston,CA-2015-138009,29-Nov-15,03-Dec-15,Standard Class,Corporate,United States,Dearborn,Michigan,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty-Woodgrain",161.82,9,0,46.9278,No profit,0,17.98,29
MO-17800,Meg O'Connel,CA-2017-163020,15-Sep-17,19-Sep-17,Standard Class,Home Office,United States,New York City,New York,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0,12.0904,No profit,0,5.08,34
AT-10735,Annie Thurman,CA-2017-153787,19-May-17,23-May-17,Standard Class,Consumer,United States,Seattle,Washington,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0,28.1764,No profit,0,48.58,29
LC-17140,Logan Currie,CA-2017-133431,17-Dec-17,21-Dec-17,Standard Class,Consumer,United States,San Francisco,California,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1-2"" x 11"", Executive Red",15.24,5,0.2,5.1435,2571.75,3.048,3.048,33.75
LC-17140,Logan Currie,CA-2017-133431,17-Dec-17,21-Dec-17,Standard Class,Consumer,United States,San Francisco,California,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,3,0,6.0858,No profit,0,4.41,46
FM-14380,Fred McMath,US-2016-135720,11-Dec-16,13-Dec-16,Second Class,Consumer,United States,Aurora,Colorado,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191,-25859.55,48.6768,81.128,-21.25
FM-14380,Fred McMath,US-2016-135720,11-Dec-16,13-Dec-16,Second Class,Consumer,United States,Aurora,Colorado,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95,14975,23.96,23.96,25
FM-14380,Fred McMath,US-2016-135720,11-Dec-16,13-Dec-16,Second Class,Consumer,United States,Aurora,Colorado,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4,0.2,30.0768,15038.4,60.1536,75.192,10
BD-11605,Brian Dahlen,CA-2017-144694,24-Sep-17,26-Sep-17,Second Class,Consumer,United States,Miami,Florida,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1-Pack",17.88,3,0.2,2.4585,1229.25,3.576,5.96,13.75
BD-11605,Brian Dahlen,CA-2017-144694,24-Sep-17,26-Sep-17,Second Class,Consumer,United States,Miami,Florida,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000-Box",235.944,3,0.2,85.5297,42764.85,47.1888,78.648,36.25
DJ-13420,Denny Joy,CA-2015-168004,04-Oct-15,09-Oct-15,Second Class,Corporate,United States,Warner Robins,Georgia,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.2234,No profit,0,130.98,11
ME-17725,Max Engle,US-2016-123470,15-Aug-16,21-Aug-16,Standard Class,Consumer,United States,Aurora,Colorado,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,0.7,-13.8468,-1978.114286,13.2174,6.294,-73.33333333
ME-17725,Max Engle,US-2016-123470,15-Aug-16,21-Aug-16,Standard Class,Consumer,United States,Aurora,Colorado,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem-Fax,122.328,3,0.2,12.2328,6116.4,24.4656,40.776,10
RB-19465,Rick Bensley,CA-2016-115917,20-May-16,25-May-16,Standard Class,Home Office,United States,Vallejo,California,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,272.792,No profit,0,209.84,26
RB-19465,Rick Bensley,CA-2016-115917,20-May-16,25-May-16,Standard Class,Home Office,United States,Vallejo,California,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4,0.2,5.0128,2506.4,3.0848,3.856,32.5
JD-16150,Justin Deggeller,CA-2016-147067,18-Dec-16,22-Dec-16,Standard Class,Corporate,United States,Minneapolis,Minnesota,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288,No profit,0,6.28,32
JL-15835,John Lee,CA-2017-167913,30-Jul-17,03-Aug-17,Second Class,Consumer,United States,Mission Viejo,California,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0,85.904,No profit,0,165.2,26
JL-15835,John Lee,CA-2017-167913,30-Jul-17,03-Aug-17,Second Class,Consumer,United States,Mission Viejo,California,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,26.25,7,0,12.6,No profit,0,3.75,48
SC-20305,Sean Christensen,CA-2017-106103,10-Jun-17,15-Jun-17,Standard Class,Consumer,United States,Rochester Hills,Michigan,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332,No profit,0,33.13,41
TW-21025,Tamara Willingham,US-2017-127719,21-Jul-17,25-Jul-17,Standard Class,Home Office,United States,Plainfield,New Jersey,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,1,0,3.1752,No profit,0,6.48,49
CC-12430,Chuck Clark,CA-2017-126221,30-Dec-17,05-Jan-18,Standard Class,Home Office,United States,Columbus,Indiana,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0,56.511,No profit,0,104.65,27
BB-10990,Barry Blumstein,CA-2016-103947,01-Apr-16,08-Apr-16,Standard Class,Corporate,United States,Sierra Vista,Arizona,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,5,0.2,9.8625,4931.25,6.312,6.312,31.25
BB-10990,Barry Blumstein,CA-2016-103947,01-Apr-16,08-Apr-16,Standard Class,Corporate,United States,Sierra Vista,Arizona,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2,0.2,3.0144,1507.2,6.0288,15.072,10
AR-10825,Anthony Rawles,CA-2016-160745,11-Dec-16,16-Dec-16,Second Class,Corporate,United States,Vancouver,Washington,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,6.068,No profit,0,3.7,41
AR-10825,Anthony Rawles,CA-2016-160745,11-Dec-16,16-Dec-16,Second Class,Corporate,United States,Vancouver,Washington,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782,11339.1,60.4752,100.792,7.5
AR-10825,Anthony Rawles,CA-2016-160745,11-Dec-16,16-Dec-16,Second Class,Corporate,United States,Vancouver,Washington,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,4,0,31.6,No profit,0,79,10
SR-20740,Steven Roelle,CA-2016-132661,23-Oct-16,29-Oct-16,Standard Class,Home Office,United States,New York City,New York,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0,178.318,No profit,0,37.94,47
AR-10405,Allen Rosenblatt,CA-2017-140844,19-Jun-17,23-Jun-17,Standard Class,Corporate,United States,New York City,New York,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82,2,0,45.9754,No profit,0,48.91,47
AR-10405,Allen Rosenblatt,CA-2017-140844,19-Jun-17,23-Jun-17,Standard Class,Corporate,United States,New York City,New York,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8,0,10.312,No profit,0,12.89,10
CR-12730,Craig Reiter,CA-2016-137239,22-Aug-16,28-Aug-16,Standard Class,Consumer,United States,Columbus,Ohio,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2,8.5164,4258.2,22.7104,56.776,7.5
CR-12730,Craig Reiter,CA-2016-137239,22-Aug-16,28-Aug-16,Standard Class,Consumer,United States,Columbus,Ohio,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,0.7,-2.6544,-379.2,2.3226,1.659,-80
CR-12730,Craig Reiter,CA-2016-137239,22-Aug-16,28-Aug-16,Standard Class,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,0.2,45.3222,22661.1,26.8576,67.144,33.75
EH-14125,Eugene Hildebrand,US-2016-156097,19-Sep-16,19-Sep-16,Same Day,Home Office,United States,Aurora,Illinois,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098,-16699.33333,210.4116,350.686,-7.142857143
EH-14125,Eugene Hildebrand,US-2016-156097,19-Sep-16,19-Sep-16,Same Day,Home Office,United States,Aurora,Illinois,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,2,0.8,-3.462,-432.75,1.8464,1.154,-150
CB-12025,Cassandra Brandow,CA-2015-146563,24-Aug-15,28-Aug-15,Standard Class,Consumer,United States,Arlington,Texas,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929,62464.5,199.8864,142.776,12.5
CB-12025,Cassandra Brandow,CA-2015-146563,24-Aug-15,28-Aug-15,Standard Class,Consumer,United States,Arlington,Texas,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765,-67882.5,144.816,51.72,-18.75
CB-12025,Cassandra Brandow,CA-2015-146563,24-Aug-15,28-Aug-15,Standard Class,Consumer,United States,Arlington,Texas,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295,-39376.5,275.6355,183.757,-12.85714286
CB-12025,Cassandra Brandow,CA-2015-146563,24-Aug-15,28-Aug-15,Standard Class,Consumer,United States,Arlington,Texas,Central,OFF-BI-10003981,Office Supplies,Binders,Avery Durable Plastic 1" Binders,2.724,3,0.8,-4.2222,-527.775,2.1792,0.908,-155
SP-20545,Sibella Parks,CA-2016-123666,26-Mar-16,30-Mar-16,Standard Class,Corporate,United States,New York City,New York,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1-4d x 20-1-2h",459.95,5,0,18.398,No profit,0,91.99,4
RC-19825,Roy Collins,CA-2016-143308,04-Nov-16,04-Nov-16,Same Day,Consumer,United States,Louisville,Kentucky,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0,5.2626,No profit,0,3.58,49
TH-21235,Tiffany House,CA-2017-132682,08-Jun-17,10-Jun-17,Second Class,Corporate,United States,Dallas,Texas,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079,1039.5,4.752,7.92,8.75
TH-21235,Tiffany House,CA-2017-132682,08-Jun-17,10-Jun-17,Second Class,Corporate,United States,Dallas,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056,3,0.2,28.7064,14353.2,17.0112,28.352,33.75
TH-21235,Tiffany House,CA-2017-132682,08-Jun-17,10-Jun-17,Second Class,Corporate,United States,Dallas,Texas,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576,3,0.2,28.6182,14309.1,76.3152,127.192,7.5
RP-19390,Resi Pölking,CA-2014-156314,24-Dec-14,26-Dec-14,First Class,Consumer,United States,Cleveland,Ohio,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285,4364.25,6.072,6.072,28.75
MO-17800,Meg O'Connel,US-2017-106663,09-Jun-17,13-Jun-17,Standard Class,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10002759,Furniture,Furnishings,12-1-2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,-2397.6,14.3856,7.992,-60
MO-17800,Meg O'Connel,US-2017-106663,09-Jun-17,13-Jun-17,Standard Class,Home Office,United States,Chicago,Illinois,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,0.5,-71.8905,-14378.1,54.4625,108.925,-66
MO-17800,Meg O'Connel,US-2017-106663,09-Jun-17,13-Jun-17,Standard Class,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W-Dividers-Space For Phone Numbers, 5 1-4""X8 1-2"", 200-Messages",36.352,8,0.2,11.36,5680,7.2704,4.544,31.25
TD-20995,Tamara Dahlen,CA-2017-111178,15-Jun-17,22-Jun-17,Standard Class,Consumer,United States,Quincy,Illinois,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56,5,0.2,1.7115,855.75,3.912,3.912,8.75
RB-19570,Rob Beeghly,CA-2017-130351,05-Dec-17,08-Dec-17,First Class,Consumer,United States,Columbus,Indiana,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888,No profit,0,20.48,27
RB-19570,Rob Beeghly,CA-2017-130351,05-Dec-17,08-Dec-17,First Class,Consumer,United States,Columbus,Indiana,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9,5,0,17.505,No profit,0,7.78,45
RB-19570,Rob Beeghly,CA-2017-130351,05-Dec-17,08-Dec-17,First Class,Consumer,United States,Columbus,Indiana,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499,No profit,0,33.13,41
CD-11980,Carol Darley,US-2017-119438,18-Mar-17,23-Mar-17,Standard Class,Consumer,United States,Tyler,Texas,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.8,-7.392,-924,2.1504,0.896,-275
CD-11980,Carol Darley,US-2017-119438,18-Mar-17,23-Mar-17,Standard Class,Consumer,United States,Tyler,Texas,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10-Pack",27.816,3,0.2,4.5201,2260.05,5.5632,9.272,16.25
CD-11980,Carol Darley,US-2017-119438,18-Mar-17,23-Mar-17,Standard Class,Consumer,United States,Tyler,Texas,Central,FUR-FU-10003553,Furniture,Furnishings,Howard Miller 13-1-2" Diameter Rosebrook Wall Clock,82.524,3,0.6,-41.262,-6877,49.5144,27.508,-50
CD-11980,Carol Darley,US-2017-119438,18-Mar-17,23-Mar-17,Standard Class,Consumer,United States,Tyler,Texas,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395,-40029.9375,146.3952,60.998,-175
DJ-13630,Doug Jacobs,CA-2016-164511,19-Nov-16,24-Nov-16,Standard Class,Consumer,United States,New York City,New York,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,2332.2,2.8704,4.784,32.5
DJ-13630,Doug Jacobs,CA-2016-164511,19-Nov-16,24-Nov-16,Standard Class,Consumer,United States,New York City,New York,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984,No profit,0,32.48,4
DJ-13630,Doug Jacobs,CA-2016-164511,19-Nov-16,24-Nov-16,Standard Class,Consumer,United States,New York City,New York,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0,18.522,No profit,0,17.15,27
GT-14635,Grant Thornton,US-2017-168116,04-Nov-17,04-Nov-17,Same Day,Corporate,United States,Burlington,North Carolina,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904,-767998.08,3999.99,1999.995,-48
GT-14635,Grant Thornton,US-2017-168116,04-Nov-17,04-Nov-17,Same Day,Corporate,United States,Burlington,North Carolina,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,0.2,14.651,7325.5,33.488,83.72,8.75
MC-17845,Michael Chen,CA-2014-157784,05-Jul-14,08-Jul-14,First Class,Consumer,United States,Jackson,Mississippi,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0,163.1898,No profit,0,159.99,34
MC-17845,Michael Chen,CA-2014-157784,05-Jul-14,08-Jul-14,First Class,Consumer,United States,Jackson,Mississippi,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,0,6.8714,No profit,0,7.31,47
MC-17845,Michael Chen,CA-2014-157784,05-Jul-14,08-Jul-14,First Class,Consumer,United States,Jackson,Mississippi,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,3,0,9.3312,No profit,0,6.48,48
RA-19285,Ralph Arnett,CA-2017-161480,25-Dec-17,29-Dec-17,Standard Class,Consumer,United States,New York City,New York,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple-Graphite Gray Finish",191.984,2,0.2,4.7996,2399.8,38.3968,95.992,2.5
NP-18325,Naresj Patel,US-2014-117135,21-Jun-14,23-Jun-14,Second Class,Consumer,United States,Waynesboro,Virginia,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614,No profit,0,104.01,14
NP-18325,Naresj Patel,US-2014-117135,21-Jun-14,23-Jun-14,Second Class,Consumer,United States,Waynesboro,Virginia,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1,0,74.0532,No profit,0,284.82,26
NP-18325,Naresj Patel,US-2014-117135,21-Jun-14,23-Jun-14,Second Class,Consumer,United States,Waynesboro,Virginia,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.84,3,0,10.3152,No profit,0,12.28,28
AB-10165,Alan Barnes,CA-2015-131534,28-Mar-15,02-Apr-15,Standard Class,Consumer,United States,Los Angeles,California,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936,No profit,0,166.24,15
AB-10165,Alan Barnes,CA-2015-131534,28-Mar-15,02-Apr-15,Standard Class,Consumer,United States,Los Angeles,California,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032,No profit,0,6.68,48
JO-15550,Jesus Ocampo,CA-2015-119291,14-May-15,17-May-15,First Class,Home Office,United States,Chester,Pennsylvania,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,0.2,17.3488,8674.4,39.6544,24.784,8.75
JO-15550,Jesus Ocampo,CA-2015-119291,14-May-15,17-May-15,First Class,Home Office,United States,Chester,Pennsylvania,East,OFF-LA-10002312,Office Supplies,Labels,Avery 490,47.36,4,0.2,17.76,8880,9.472,11.84,37.5
JO-15550,Jesus Ocampo,CA-2015-119291,14-May-15,17-May-15,First Class,Home Office,United States,Chester,Pennsylvania,East,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,31403.75,40.1968,28.712,31.25
JO-15550,Jesus Ocampo,CA-2015-119291,14-May-15,17-May-15,First Class,Home Office,United States,Chester,Pennsylvania,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,4,0.2,31.7512,15875.6,19.5392,24.424,32.5
JO-15550,Jesus Ocampo,CA-2015-119291,14-May-15,17-May-15,First Class,Home Office,United States,Chester,Pennsylvania,East,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,1,0.2,0.8088,404.4,0.5392,2.696,30
JO-15550,Jesus Ocampo,CA-2015-119291,14-May-15,17-May-15,First Class,Home Office,United States,Chester,Pennsylvania,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7,-13.6312,-1947.314286,13.0116,9.294,-73.33333333
JO-15550,Jesus Ocampo,CA-2015-119291,14-May-15,17-May-15,First Class,Home Office,United States,Chester,Pennsylvania,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272,-489.6,3.4272,1.632,-70
Dl-13600,Dorris liebe,CA-2017-114552,02-Sep-17,08-Sep-17,Standard Class,Corporate,United States,Cleveland,Ohio,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,0.2,4.1448,2072.4,3.0144,5.024,27.5
AS-10285,Alejandro Savely,CA-2016-163755,04-Nov-16,08-Nov-16,Second Class,Corporate,United States,Seattle,Washington,West,FUR-FU-10003394,Furniture,Furnishings,Tenex "The Solids" Textured Chair Mats,209.88,3,0,35.6796,No profit,0,69.96,17
JK-15370,Jay Kimmel,CA-2015-142027,09-Apr-15,14-Apr-15,Standard Class,Consumer,United States,Long Beach,California,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.912,3,0.2,-13.8717,-6935.85,73.9824,123.304,-3.75
BN-11470,Brad Norvell,CA-2014-138527,12-Sep-14,17-Sep-14,Standard Class,Corporate,United States,Cary,North Carolina,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288,1814.4,2.0736,5.184,35
BN-11470,Brad Norvell,CA-2014-138527,12-Sep-14,17-Sep-14,Standard Class,Corporate,United States,Cary,North Carolina,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2,18.7695,9384.75,33.368,33.368,11.25
BN-11470,Brad Norvell,CA-2014-138527,12-Sep-14,17-Sep-14,Standard Class,Corporate,United States,Cary,North Carolina,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,0.2,2.2824,1141.2,3.0432,15.216,15
DP-13165,David Philippe,CA-2014-112158,02-Dec-14,04-Dec-14,First Class,Consumer,United States,New York City,New York,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0,52.7824,No profit,0,29.99,44
DP-13165,David Philippe,CA-2014-112158,02-Dec-14,04-Dec-14,First Class,Consumer,United States,New York City,New York,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2,-110.49,-55245,176.784,176.784,-12.5
DP-13165,David Philippe,CA-2014-112158,02-Dec-14,04-Dec-14,First Class,Consumer,United States,New York City,New York,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,0.2,15.768,7884,9.344,5.84,33.75
TH-21550,Tracy Hopkins,CA-2014-113887,05-Apr-14,07-Apr-14,First Class,Home Office,United States,New York City,New York,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts-Box",55.48,1,0,26.6304,No profit,0,55.48,48
AP-10915,Arthur Prichep,CA-2017-146136,03-Sep-17,07-Sep-17,Standard Class,Consumer,United States,Palm Coast,Florida,South,OFF-EN-10001219,Office Supplies,Envelopes,#10- 4 1-8" x 9 1-2" Security-Tint Envelopes,24.448,4,0.2,8.8624,4431.2,4.8896,6.112,36.25
RS-19765,Roland Schwarz,US-2017-100048,19-May-17,24-May-17,Standard Class,Corporate,United States,Mount Vernon,New York,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier-Vaporizer,281.34,6,0,109.7226,No profit,0,46.89,39
RS-19765,Roland Schwarz,US-2017-100048,19-May-17,24-May-17,Standard Class,Corporate,United States,Mount Vernon,New York,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142,No profit,0,153.99,29
RS-19765,Roland Schwarz,US-2017-100048,19-May-17,24-May-17,Standard Class,Corporate,United States,Mount Vernon,New York,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,0,113.9886,No profit,0,99.99,38
Dl-13600,Dorris liebe,CA-2014-153150,01-Jul-14,06-Jul-14,Second Class,Corporate,United States,Seattle,Washington,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,5,0.2,6.972,3486,3.984,3.984,35
SV-20365,Seth Vernon,CA-2014-130092,11-Jan-14,14-Jan-14,First Class,Consumer,United States,Dover,Delaware,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814,No profit,0,4.97,31
KC-16540,Kelly Collister,CA-2017-108910,24-Sep-17,29-Sep-17,Standard Class,Consumer,United States,Newark,Ohio,East,FUR-FU-10002253,Furniture,Furnishings,Howard Miller 13" Diameter Pewter Finish Round Wall Clock,103.056,3,0.2,24.4758,12237.9,20.6112,34.352,23.75
CK-12325,Christine Kargatis,CA-2014-104472,02-Jun-14,07-Jun-14,Standard Class,Home Office,United States,Orem,Utah,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376,9718.8,11.9616,19.936,32.5
CK-12325,Christine Kargatis,CA-2014-104472,02-Jun-14,07-Jun-14,Standard Class,Home Office,United States,Orem,Utah,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32,6,0,21.996,No profit,0,12.22,30
